text,sentiment
Blinded again,surprise
"@CaliLewis Welcome back to the Bay Area. Does In and Out call to you?  Wish I could meet ya at the meetup, but I'll be working a gig.",neutral
@SmittySmiff dude i read that wrong! Haha well good good. Thanks.  but now I agree.,relief
"Just joined. &lt;_&lt; Not even sure if any of my friends have Twitters, maybe I'll just be a celeb stalker o.o",worry
@HuniB Neep a nap-take a nap - respect ur body love,love
And my basketball is flat and there was a massive spider in my pavement chalks  Now the sun has gone in. FML.,hate
@MandyPandy32  awww for me I just think she's tooo young or just not ready for it - tis painful to watch her so upset,worry
@bain2 I'll help if you pay for my reactivation,neutral
@Mr_Bloggerific HA!  Nice try.  I will outright deny any accusations.  But good luck with that...,love
@alexosh1234 not worth it! I love the free version for the iPhone though!,worry
@KimPossible40 If you're living under a bridge you need GOATS! If it gets bad come up &amp; stay w/me-we'll fit you in.,surprise
can't find her favorite Nike shorts,worry
@langfordperry woah in the uk it isn't mothers day werid! I've been watching friends all day helps me revise. Oh and 17 again is awesome,happiness
Gonna celebrate Mothers Day with the family but gonna start the partying tonite,surprise
@Jen_christie keep the faith it'll be over soon,worry
@twicullen good day K!,neutral
@PrincessSuperC you were greeeeeeaaaaatttttttt babe!! It was amazing!,love
Just had lunch w/ @JoshHolden at Jason's Deli... then stepped in dog poo,neutral
@KelseyJ_xo  hey chick u alryt u at dads tmoro we sud do sumin aen like last week we neva dun oot this week lol  missed you ha bye hun xxx,happiness
AP: North Korea could opt for devastating land assault... http://tinyurl.com/nmg9ht (via @Drudge_Report) Scary talk to say the least.  mm,worry
"@lovetf Alright, sorry. But I think you should go anyways",worry
&quot;And now my mom and her friend are drinking.. Greatt..&quot;,worry
"at least two to three times a week i turn on the tv, find comedy central already on and have to endure a brief moment of scrubs",happiness
"@EmmaJaney ohh, yeah well. im sick today so i win",worry
So exhausted,worry
@tiyephoenix I have to DJ 2 gigs on 6/20. no bk hh fest for me  so please keep me posted on live dates,happiness
i dont think i have ever laughed so hard,love
@bunnyrenee thank you,happiness
"I spoke too soon, a nasty thunderstorm just came out of nowhere..I got soaked making a quick run to the store!!",hate
@charmainehan SEND ME THAT PHOTO MAN  ily favourite,worry
"@jocope well, I was under the impression most people have the urge to buy new sofas  To be fair, we're not tiling, we have a man for that",neutral
Happy Mothers Day to all you mothers out there!!  i love my mom! GOODNIGHT everyonee!! ?,love
After 42 hours of not sleeping it is time for bed. Alaska-so far so good,relief
No allowed a calculator for this exam despite it containing laths that is impossible to compute in my head.,sadness
I am down  I need my snuggles but he is at work and he don't like to snuggle  ironic huh...,worry
this sucks schools over and there is nothing to do,sadness
"@Da7e Man, that sucks and I feel your pain... if you were local, I'd buy you a cup of coffee.",sadness
usually when im gone celebs come on its so unfair,sadness
"Happiness comes from within...so the fact that it is a gray, rainy, Monday doesn't bother me. Well, not too much.",sadness
@JWess awww  ok lol hopefully by than im still here and not back over in the states,neutral
"@RockedByPickler no I won't honey I got mad yrs to go , why am I crazy?",neutral
i'm hungry. i want scrambled eggs again. my grandma always makes perfect scrambled eggs. my mum sucks at it. so i'll go make some myself!,worry
"urgh, my head is banging.",hate
My stomach is killing me do I can't sleep,worry
"3 live p2v migrates, 5 vmware vsp exams, and a magento config, a quiet weekend at party central",happiness
So jealous im not at asylum right now,worry
@bencollieruk No because why would it say &quot;New gift services&quot; on the page.. HA!,surprise
"half of me wants to go to sleep, half of me dosen't. shoot. my other half is  dying of sleepiness",neutral
@KillzoneDotCom  tis a sad day,sadness
i think i like the workshop,enthusiasm
Back from LAAANDAN.  Miss it already   check out my new giant purple bow and gold wing necklace. I &lt;3 TD http://tinyurl.com/m5y2mw,sadness
@bensholk Yeah it is. Thanks,neutral
@BigDaws I know.,neutral
"@DavidArchie if there is a tesco nearby, then go there",neutral
@1outside a jo; tak nic no,sadness
"@TheTinyJEWELBox No, that's not right - I remember now.  You were in a fearless tweet - we were both seen as fearless.",worry
@Kreeoni I know that feeling.,neutral
@owenong looks good ... making me hungry but boy stll asleep,happiness
this goes out to the one n only smirker   cheers dave!  aka jak  aka the best chest ever! ? http://blip.fm/~5jjcc,happiness
"@JaneEJohnson If y'all say so, I trust you on that one",neutral
i am doing homework it sux big time maths is the worst!!!!!!,worry
@_Bella_Cullen13 @RosalieHCullen @Esme_Cullen26 @alicecullen01 @NeSsIe_Cullen10  These are my family girls  love u guys *smiles*,love
Happy Mother's Day.. To All The MommiiEs Owt Theaa... &amp; ii Think ii Got Thaa Hang Of ThiiS ThiiNg.. Yay!!!,happiness
Ouch!!... Stomachace.... I ate a lot...,worry
"My feet are killing, I've walked miles in search of an art shop...doesn't seem like Ealing has one",sadness
gooooodnight  i fully gave up on my english. pride and prejudice. love the movie HATE the book ;),hate
@misskittymarie yeah Tila is a little cutie and a little nutty but then so am i and my sweetheart she thinks she cute too,love
Sorry for the delay in publishing this weeks show  Some technical difficulties during encoding. Will be out asap but may be Saturday.,sadness
"@lilazngurl1234 hi there, nice to meet you.  I am new to twitter and I guess you are too?",neutral
"i'm so worn out, this week has sped by soo fast. gonna ask mum if we can go to the movies. i'm desperate",worry
@lilmickee what dey do homie? I wish it would stop raining already!! Plus my vacay is almost over,love
"@TheJourneyAgent Hey, nice seeing you on Saturday. Glad things are going well for you.",love
Muay Thai was awesome. I'm gonna be sore in the morning! I feel like being bad and eating junk tho,worry
@BecThomasPhoto It's your inherent humility,love
Hubby went to pick up  my Fringe comics today @ store by his work. THAT store was out of business too. No comix in Houston. Have 2 Web.,sadness
off to bed was gonna read some new moon but its a little late now  night night all xxx,sadness
i want candy!!!,enthusiasm
happy mothers day to all..,love
"headache, headache, go away. come again another day....",sadness
@denharsh i'm afraid im def. a product of the NRI Karan Johar generation- I've been watching a lot of classics this semester,neutral
just completed button hunt 3,neutral
"Bought some little plastic personal wine bottles at Jewel, perfect for rooftop boozin'! Wish I didn't have to wait so long!",fun
@melii That's true.  It still sucks though 'cause I was all &quot;LOLOL I AM SO ORIGINAL--ohshit&quot; so. But yeah. Thanks!,sadness
chillin an havin a drink,relief
@roninreckless dude you didn't even say bye,surprise
Greenville Drive games just aren't the same without the &quot;Baseball Guy&quot; clown.,worry
@taylorswift13 Have a great time in London,enthusiasm
Great exercise for a Sunday morning: &quot;stopping the wheel of karma&quot; (R.A.W.) and transforming negativity into love... Life!,happiness
"Oh, and I'm obviously back on my stupid sleep schedule. Luckily church isn't until 2 tomorrow.",sadness
@donotrefreeze THAT'S A SHAME REALLY,worry
"@TammyMunson I have a 2nd monitor I could use but not sure I'll be able to hook it up! Need to make sure I have the room, sure hope so!",empty
"@tommcfly @dougiemcfly broken little toe? vai the doctor! Hoje vocï¿½ vai na 89FM, quero vï¿½-lo atravï¿½s da Internet. got to see it",neutral
I have to work tomorrow too sheli,neutral
"such lovely weather, i wanna go out!",love
i wanna go vivid light walk,neutral
@lelebaby21 @JazzyFiierce u guys are soo unfair smh...,hate
"@jaybranch You too, remember the kids' grenades will go off again as soon as you've tidied the house",neutral
"krys: running, mud baths and nice French food in napa w/ jimming",worry
@loribartolozzi I just found out 5 minutes ago  mama said his speech is still slurred but he seems to be doing ok,enthusiasm
http://twitpic.com/67otn - Awwwww i want them,surprise
per @ttorrent dew claw = thumb nub,neutral
@cherishable73 i guess it's easier said than done for some people.....myself being one of them unfortunately,neutral
"Going to bed early... got a lot of important women to visit for Mothers Day tomorrow! PS- As of midnight tonight, HAPPY BDAY BOO BEAR!",neutral
"1am, quietly tidying up after dinner party. Whilst closing tupprwre lid, centre island in my kitchen collapses! Wakes baby. Mayhem ensues",neutral
@JavierChua Well I am on the RIGHT side of thirty,sadness
today is my last day of high school! most things i do today will be my last time doing them..  pure CRAZINESS!,worry
@QuiMo haha Mon...Do you really want me too send it?,happiness
@FreshAssNess I think i'm falling in love with you!!  xxx #iloveyou,surprise
check on ya'll in a bit. im in for a Mother's day haircut. ciao!...,neutral
@jeninamaree has just voted for you. hope you win!,happiness
@MomofCandE Miss you,sadness
"wow i'm tired... going to bed, GOOD NIGHT",fun
"@GeekySteph - I'm alright thanks pal, just bored witless, bored to hell, really wanna' go out somewhere!",worry
@bumblebeex0 awesome! maybe someday I'll find a book of yours on the bestsellers list? lol,happiness
Just got home from another wonderful night,happiness
@Kohmahts ReTweeting's my favorite.    #palin,love
"So, I need to make a lot of money tomorrow",enthusiasm
"hmm, do not feel like writing monthly reports tonight!  probably should get started though...",worry
is clamped out...haha,worry
Oh my god...my favorite havaianas just broke after three years or service  they will be missed. and they were molded perfectly to my feet,sadness
@SinnamonS gotta play 'Off the Wall' first tho,neutral
"waiting for minami, then london and cobra. i'm going to miss her loads",worry
May the 4th be with you all,neutral
buy one of my shirts at http://www.districtlines.com/revertfashion you know you want to,neutral
@casgetta what's wrong?,worry
I just want to watch my Naruto Shippuuden missed episodes.,happiness
new supernatural tonight!,happiness
he's outta the ofc til Monday ::GRAND:: kinda bummed me out but b/c I was genuinely sick there's nuthin I can do about it  --&gt;,sadness
@clumsyFA yeah! Love my Hawaiian outfit. We reused that for rugby 7 this year with @doublechin,happiness
"Soo embarassed I didn't see the tweets I've been getting from kind followers.    I'll do better, I promise!!!",surprise
@tourscotland Enjoy - we know you will,surprise
kill bill pt 2 .....I love em both wish they wold make like three more,love
i hate i hate i hate i hate i hate i hate mother's day.,hate
Off to church now...,neutral
charlies roastbeef: mostaza no manejamos. WTF?,sadness
"GOSSIP GIRL, WHEN ARE YOU COMING BACK  ! chaceeeeeee..",neutral
@emzyjonas Yea once - me and my friends flew out to amercia to see her w/ the Jonas brothers  . have u? haha i hate bebo :p . aw cant wait,hate
"@cloud79 I thought the same thing, but felt a bit better when I saw no less than 5 other cameras there",relief
@Sak_Pase I guess u ain like me den.. My hair cut short..  lol,happiness
Such a headache  It's killen me!,worry
Why am I so tired?????? Whyyyyy make it stop. Merm is not going to be fun tonight.,worry
I hate today.,neutral
Feelin a little blue tonight.. Love might be good,love
@MissCalderon that was horrible. I didnt ask u to. But u didn't have to laugh about it.  it hurt a little inside here *pints toward heart*,worry
@From__Hell beeeeaaaaatooooo!!!!!,neutral
wanted to go to the club...dancing;)..but now iï¿½m tired anyways i have to go to work tomorrow!,sadness
@erzonline Thanx... sorry not trying to rub it in... I just get excited... been working hard to make that dream come true for awhile,happiness
why does my life suck?,sadness
that's two and a half hours completed now. chillaxing until half 2,neutral
FUCK EM,hate
stuck at home b/c my mom is sick and we haz not moniez,worry
counting down the hours until I can finally drink this blossom hill  stupid work,neutral
"@soverpeck dude, i didn't know it was a personal experience. sorry something like that went down",worry
God is a huge teaser,hate
@AboveAllFabric wow! you've been tweeting all night!! looks like you totally made up for the day,enthusiasm
"So Cal Dachshund Rescue found a home for my foster pup, Max. I'm soooooo sad to see him leave",sadness
They just layed off 23 teachers in the city near me  I wonder if I should be thinking about not going into that jobfield...,worry
Bollywood fims &amp; egyptian tea,neutral
@lovexoL what happened to your phone,worry
Your the supporter  its totally up to you,enthusiasm
i got hurt helping my grandad cut the hedge.  &amp; i swear i have spiders all over me D: erugh xx,worry
@Chris_pinkapple Not much on for the weekend here. Off to Knox shortly &amp; definitely must get into the garden. It's a wee bit neglected.,empty
HAPPY MOTHERS DAY TO ALL THE MOMMYS!!!!!!!!!!!!,happiness
@sfitzpatrick924 bahah sadly I am not,sadness
"@alexa_chung oh get well soon Alexa, take some rest",worry
"@robdyrdek my husband wears the same shirt all the time, think you can send some of that this way??",happiness
"@hello_jodie Um, I was thrown from @JareWolf's van yesterday and had to be taken to the ER",sadness
"@MichaelTao  i got one too, but it was on a usb key without the fancy packaging",neutral
@solangeknowles cn i gt a twit frm u pls?  Hva gr8 shw 2nyt !,love
@rachelasha I even saw the news feeds of the archie website. But can't believe he'd choose veronica. I'm disappointed,worry
@doc18 awesome! cheers man! don't know if i'll have much money left after todays shopping spree though!,love
"@littlebirdyband new album is truly genius, so happy with it",love
The Matrix Online shuts down next month...wow...I feel kinda sad about it,sadness
Had a little romantic date with suzy in uptown,love
I woke up and my hiccups came back!,happiness
"@davekennedy Wow, you might be countering the Benedryl with your enthusiasm.",enthusiasm
Ustream replay for Control Your Rankings.  http://www.controlyourrankings.com/launch1/ustream.html,worry
"I know it wasn't going to be there, but I check EZTV for The Office torrent...",neutral
is sad that shin ae got married...and it wasn't to alex,worry
@hellocupcake84 Well I'm trying to get rid of a lot of my stuff.  You could come over and pillage.,relief
so upset,worry
"@darrensoh yup, studying. At least I'm trying to. Trying to let the stuff I read enter my brain permanently.",neutral
Another great song to sing along with....    ? http://blip.fm/~5jhtq,neutral
@jeffinator today was my first day,surprise
"just got back from footy, thankgod eagles won",happiness
so bryan was at the sweet 15 and i didnt think we were gonna talk but towards the end of the night we talked,happiness
"@JessieeeS I agree! mmm so good, i miss eating it with you tho",love
"@a_web_designer Lookin' good, mate",relief
@jmbuckingham Time for me to seek out some coffee for my own caffein love affair too!! Mmmmm... Sweet been of hyper-goodness!!,love
"sandwichesss, then work",worry
jst came back from tel aviv,worry
@chirocindy Don't tease me! I'm in desperate need of an adjustment.,worry
@erinealberty that sucks!,hate
It's after midnight &amp; I hear the shower calling me- Technically it's not twice in one day since it's morning-- I'm not very &quot;green&quot;.,empty
enjoying lazying around eating roses chocolates  x,happiness
@sharonhayes..where is the song?,neutral
@jmariu i couldn't eat all my nuggets  finish them for me.,worry
"Crazy Legs is peepin @nina_parks at the pool hahaha She likes graf writers, not b-boys, sorry",neutral
woke up.,neutral
@Suzyqbee10 thank you very much!!!,relief
has toothache,worry
nomatter how much i sleep am still tired  either going to sleep early or late....,worry
changed my h/p number go online msn messenger to see,neutral
my stomach feels like it's touching the ground..i'm SO full,worry
Relaxing with my daughter watching Friends,neutral
"@lightbrightly haha, dork  was it good, then?",worry
@joyousnfree lol. No new diet plan...ran late for wrk so didn't hav a chance to make lunch. I ate a lot when I got hm!,fun
"Thumbs up to Wolverine, Taco Bell Cheese Roll-ups, and mothers... you're all the best",love
@hookedonwinter   your picture makes me thristy EVERYDAY!,sadness
"Family guy reruns, food, and, good phone conversations  ah, saturdays.",happiness
Today is Will's first baseball game!  GO BATS!,happiness
Awake. And my head hurts. Which probably means last night was a good one,surprise
@wordcharmer FUZE was giving away capes at Komen's Race for the Cure today! And I'd always love a hug from you hun!,love
@lyssiecc haha good phone conversation cat lady! You're gonna be homeless too  you didn't tell me u were having coffee!! coming tomorrow?,worry
@rissiapriyahita @zanidia @clarixxxa thanks udah di follow,happiness
omg!!! mcdonalds combo and wendys sundae = puke material,hate
Gotta wait till wednesday for my new guitar to be delivered,worry
"@HealthBeautyDr  btw ... my sister's all ready know this little fact.  My 2nd oldest sisters husband is a keeper, tho'.  Her, not so much",neutral
nothing good on TV,sadness
"http://twitpic.com/67jq9 - i'm really missing this place  my grandparents are living there, on the calm country! but im coming to them ...",surprise
my thumb hurts after breaking the nail....,neutral
@toreo that's cuz you're cruising the twitter #nightshift now,neutral
Watching Everything Is Illuminated  and dreaaaming&lt;3,happiness
@Xx_Mcfly_xX ooh yay! let me just go accept her,love
@LiverpoolMich funny you should mention that. I have a full unopened jar of nesscafï¿½ on my cupboard. But no milk,neutral
@mcpactions bugger didn't know that  shame people have to stick there nose in!,hate
@charviray Charlene my love. I miss you,sadness
thinking my fridge may be dieing...please not this week...pleeeeeassseee!!!,worry
Going to see Angels and Demons tonight. It better not scare me!!,worry
@hannahbananalee talk about drool - the Canon EOS 5D Mark 2 is *amazing*.  Too bad it costs $2k...  http://tinyurl.com/63qoz4,fun
Happy Mother's Day to all the Momma's to be and Mommas currently.  Have a wonderful day!!!,worry
@missuzliipzlive ilooked in my phone book and ur name was the first to show and i was like i got ti-ti number but it was just ur email,surprise
yay im out but i have 2 ride home  have 2 take tha yellow limo..super gay,happiness
ah! i almost missed snl. thanks twitterfriends,relief
@ZuriEventsLLC aww I wish the same thing...,enthusiasm
"I need a nap, but I won't be getting one",love
@bb_nation just launched twittix v1.10 - not convinced,hate
@karramandi Where r u Yvonne?? Haven't seen u in the google groups in a day or so. Miss ya.,worry
good topics. and ciggarettes.,neutral
what a beautiful morning! nice to be out,happiness
Watching cartoons.....,neutral
@kduggs1 OMG I just spit my drink out! RIP hair straightener!!,surprise
"@Georgielockwood IM SORRRYY  i went to the cinema with my broth.. cause im cool.. and yeah im sorrrry  TOMORROW THO, ILL MAKE SURE OF IT",neutral
"just when i thought things couldn't get any worse. it just did. and it will get even worse tonight, i bet.  my life is a misery.",worry
"Our jazz band freakin' KICKED ARSE!! Good job, team!",love
@jamsyyy @sheeradjafar My class will be at Chem Sc building. Will see the both of you after 5 yeah?,neutral
Just woke up  shopping today for my birthday....kinda,neutral
My computer dies soon  - its so much virus on it but my virus scanner  cant find it :S,sadness
@megdia you just got one more!!,neutral
@Blondie_HK very funny,happiness
"@skinnylaminx saw a whole lot of your stuff at Africa Joy Casterbridge Farm, White River in Mpumalanga.was quite thrilled to see ur stuff",happiness
upset.. friday night crying!,sadness
@ebrettrubin i dont get one? fine! i say texting is way more meaningful than twittering,worry
@mitchelmusso I cant call you from Europe,worry
i deffinately need to clean my bookbag. but no time! i need to leave in the next 5 seconds to not be late to school. ...oh well,worry
@yukihoang and of course it happens on the day I got a carwash.,worry
lol i cant drink!!,surprise
"@papelpicado And a good morning to you!  Up early with a bad conscience, trying to make up for taking a day off yesterday, are we? :p",worry
"In school ; With Victoria &amp; Bryan (: _ no more school soon, sadd i am",sadness
Getting my self a nice cup of tea and turn on some music,fun
it is on environmental studies and driving me mental,neutral
"At the avenue, raining  so cool",happiness
@datadirt hahah  okay then thanks for this short explanation ;),happiness
hates this weather,hate
"@buchmamsell ist im der Haus... or something like that.  Guten morgen, Frï¿½ulein!",neutral
@hiaudreygrace NOOOOO!!!!!!! We have to do something immediately. I'm leaving in 2 weeks!!!,enthusiasm
doesntfeelwell,worry
Wife &amp; I split duties tonight.Wife headed to OSU for daughter's ath trng rcption. I'm at son #1's school paper banquet.Can't make both.,worry
@nuttychris Aww thank you for asking people to follow me,love
Has anyone else woken up one day and felt like they acquired near sightedness over night?  Everything is blurry all of a sudden.,worry
@pameladetlor netflicks! watching milk... better go wife is jealous of my twitter habit,surprise
"Tomorrowland central hasn't gotten confirmation that I'm signed off on Star Tours, so just waiting to see if they can give me a shift.",neutral
is 99% sober at Brittney's with Becky and Brit  &lt;3,surprise
- God i'm up early. Hayley still asleep but today is party day so i'm getting stuff ready.  x,happiness
@cskittles00 thanks to follow. have a nice rest,neutral
Oh it is so sunny.,happiness
@FancyFran Yea its nice! But im only here for a weekend!,neutral
"#NHL Not a fan of either team, my head says Detroit, my feet say the Pens my heart doesn't care   GO KINGS in 2009/2010",enthusiasm
my dark knight dvd is missing   i'm pissed,sadness
@purelynarcotic Ohh.. #twpp is falling silent..  I was waiting to track ur US version.. Next time maybe.. Btw sunny california sounds good,happiness
@ALauderdale smh @ playing dress up! lol. I can't see the vid though... Its not working,neutral
@missonice join the club,neutral
@nadyogaga yes2 bgt! if everything goes well i'll catch their reunion concert,worry
really fun day  gahhh i want my new phone this razr is killin me,love
way to not wait for me at my locker nd then just pass me in the hall nd not say anything,neutral
"@sarahteaa good girl, sarah. now we've got ourselves a club",happiness
"oooh, sunshine! A patch of sunshine! And it will be gone by the time I leave work and replaced with rain.  /vent",neutral
@Kris_Brown been holding onto this one for a while  http://twitpic.com/4w5eh,neutral
@hobgoods- yeah i went to satellite beach today and it was flattt  it was good for skimming though.,happiness
@ebassman I just got two tickets one for speeding and one for tinted windows,happiness
Pink google and flowers for mothers!  http://www.google.com.ph/logos/mothersday09.gif,love
Listening to some nice music.. I think I should go to bed now so I get nice and rested but i'll miss Russel Brand's Ponderland,fun
@savepolaroid happy polaroid week back at ya! #roidweek yeah,fun
"@steve_w_a cool, looking forward to it now",love
@Wandahope  Hey Wanda great to tweet with u and many thx for the info re dobro and what a fantastic sound. Son House is a fav of mine,love
Now I am depressed after watching so you think you can dance,sadness
"will do it  in a  couple od days , when I have  more time.,  for  now  I   need to  get some sleep. Night Night  All.  Peace.!!!!",fun
forgot the pin of my debit card. thank God the card still works after several attempts. just bought cake for sister's birthday. wheew!,worry
"i'm sunburnt on my arms, and i have burnt my mouth, and some skin is coming off",sadness
11:11 make a wish,neutral
"@ItalyJames wutz good, i sent u that emai again, get at me girl  614 638 0255",neutral
"@euripidean bank holiday is going well, had a great band practice so still on a buzz",fun
@xabierr im sure jont wont mind sharing,neutral
@Irish1974 Tell me about it. I spend 20 of the 45 min in the morning on computer. Doesn't leave a lot of time 4 showering &amp; hair-do'ing.,worry
"Sitting at work, waiting for this day to be over with. It is always Fridays that take forever. Wish the weekend would get here already.",worry
"@iamyoushouldtoo Oh, I'm jealous (how surprising)",surprise
"@Sazchik  I read somewhere they were restoring the name, hope it happens soon",surprise
Bummed that F! F! F! broke up,hate
@cerealck1 i want one so bad  get one for me ?? (:,enthusiasm
@INVAZN me too  Thats why im driving down to Cali in July for HIN Pleasanton.,empty
@Wally_v10 grax,fun
"@nicolesssss  no, dayuuum 5o'clock was better",happiness
@Hanster7705 ahhahahaha ARIYAN  i want to listen to that now  i used up bandwidth by downloading a hamish and andy podcast,sadness
Have @ Irma Vep rehearsals. No...not really.,worry
@KimKardashian Ciara was great at SNL..Kim...you were mentioned on SNL tonight..Justin T was really good also,love
"Watching the Fashion Show (BravoTV). I didn't know this show existed! Ha-ha. Craving steak, pancakes and mashed potatoes. Ugghh.",love
U-Verse is up and blazing at 25Mbps.  I don't have anything to download though,neutral
"@IvanaF Oh, that would be riveting TV!   Trips to the break room, coffee, toothpicks in the eyes to keep them open.",neutral
@retrorewind Dave thanks for playing Happy Birthday from NKOTB. Today is my bday! It is a lonely bday today.,happiness
"Aw, Zach wasn't feeling well  Hope he gets better. So babysitting was canceled.",sadness
"@Savfortomorrow Si, no bueno  I guess I just don't entertain him :/",worry
@happylovesChuck I know. But the second problem being: he doesn't REALLY exist still applies. Shame,worry
no new books. *sigh* will probably reread Gaiman's &quot;American Gods&quot; or Murakami's &quot;Wind-up bird chronicles&quot;,neutral
"@vautrin i think in the end, remembering the poetry and feeling behind something is far more important than the name.",neutral
Nearly grand prix time,neutral
having a bad day,worry
Back to Work,enthusiasm
@CuteRain following 865 and followers 539...not nice,sadness
@whitney_g my day just hasnt been the same without ur running conversation all day,sadness
"@RetroRewind Ahh Dave Canada isn't included  That's okay, we still love ya!  Let's get this!",love
i have been in the lounge for HOURS...and i have not been productive at all. upps time to go out,boredom
"Which do you prefer? Hamdemic, Aporkalypse or Parmageddon?",neutral
"@CcoK99 I cant take any chances on them being sold out, when they were in ATX  I waited to long.",worry
http://twitpic.com/4jco5 - The Result of working the Green/Black fingers...,empty
Im going bed i dnt feel well as always,sadness
@MathieuTO My neighbour is fond of loud Nickelback.,neutral
@nicktionary by the way...i got D.T,neutral
"@natbubba yeah, totally unfair.  we should just. FLAME THEM EVERYWHERE",sadness
@missSHANNAbaby aww such a cutie,love
"I missed you yesterday, Lacey.    We get to go to granulation tonight, though.",worry
I must have viewed that picture of me and @alicecsws from saturday morning about a milling times  x,love
The jetway feels like the seventh layer of hell. Oh and there are way too many babies on this flight. And I forgot my Bose.,hate
"im sitting here super nervous about the chiodos contest, i hope i win!!!!",neutral
@BlokesLib lmao you witty wacko...loves it,love
I'd like to thank my normally only randomly working internet for actually staying up from the moment I saw the tweet until now.,relief
watching a gossip girl,neutral
@nikkie20six well I learnt to use a machine yesterday! not too confident yet though so... hand sewin for me!!  xxx,neutral
@jennyvokals girl a blunt is soooooooo in my thoughts right now. I had an absolutly GREAT day with a few stressors...come home,neutral
went 2 see the hannah montana movie wiv jodie on friday and it was WELL GOOD but i feel nasty for laughing at the lil girl that cryed LOL,worry
@daStasia everyone says that,neutral
and so to London in a car that's about 500 degrees with no air con!,neutral
@CandyMaize its ok..i was kinda feeling ignored anyway  And its sunday arvo 330pm. Going out for Lunch &amp; WINE!,sadness
"thnkn bout yesterday..best day ever!&amp; 2day Virtus vs Treviso at da futurshow..hard game,gotta win! FORZA RAGAZZI!!!",happiness
"Over-thought tying my shoe, couldn't figure it out for a while",worry
Have somebody installed vCenter Server 4 on Windows 2008 x64 w SP2?  SP2 is not in the compability matrix,sadness
"@OhBlee awww, that sucks  But they're so awesome when you get one, all squeeky and happy. I only have one left now though",worry
@ohshititsdre awww! i didnt see this till now and edwin just left! i knew you wanted some! forsure tomorrow i'll make u a new batch!,happiness
start work 2 moro at 6:30.  not looking forward to it,worry
is going to go get some food.,neutral
i would slip and fall... on the dirty school bathroom floor. fml.,worry
@fedgrub  dull life was on the soundtrack of one of my favourite showss,happiness
Approaching the weekend quite quickly and so much more work left to do.,sadness
@luv_ai_08  Yeah hopefully but if not then maybe  i can save up and get it for christmas .. we will find out,neutral
"@morganedgar1307 Ugh, not yeeet!  It's like, in a week, too... =/ I'll keep trying!!",surprise
I dont know where to get my hair cut!,worry
trying to watch lost online very annoying and slow...the internet not lost,relief
@mitchelmusso i cant call  im at work,neutral
http://twitpic.com/66u67 after the shot calmin down!,worry
My belly is speaking to me! I need food!,neutral
"@Teifion Thanks, I'm glad you liked it. It's a flower made of diamonds",happiness
@HandiQuilterBG I have an even dozen.  thanks for reminding me. I quilt 2 and make 3. LOL,neutral
is incredibly worried about Stanley...,worry
jerk josh! didn't even come meet me  - im thinking of a number guess ?,worry
@_AlexaJordan sigh. come to Sac please. it is the Miami of the central valley.,worry
@harora wtf wtf wtf dont share such videos at this time man,surprise
"@neridagill Thank you, I will have a look",neutral
@Gjerninger Are you sure you want to know?  It's http://bit.ly/AUuAC - it makes me want to run. In other news: Happy Star Wars Day!,sadness
@mshady courgette,sadness
#f1 in a few hours guess who is sleepin in the living room,neutral
"@Gemma_Rigby Well my neck hurts from moving out  you massage me, i massage u?! lol!",happiness
"@JWReynolds My mum and Brett went to see it today... I thought I was invited, but they left without me",neutral
closeness or distance? closeness... but now everything seems so distant...,worry
@addieking it was amazing,surprise
Currently brushing up on the art and science of selecting good domain names (after having 550 domains the year before with poor results),worry
This is not fair... bath again....,worry
Kyle is Cody's wee bro!,surprise
@valdivia1 what about me?,surprise
i hate my new section this school year.. huhu..,hate
my stomach hurts,sadness
@Hetty4Christ  its my fav since i was little its gonna storm,neutral
installed the iNav iBlue v2 Theme...gives a fresh feel    http://twitpic.com/4jfg4,happiness
"I swear, now my dog is having anxiety issues.",worry
Pretty happy with how things have changed over the past 2 months...definitely for the best,happiness
lunch was depressing! All the seinors were balling! Really sad.,hate
@Rebekah_McFly LOL nah ! of course you'll get the DVD first since you've already ordered it. i'll sign up to Bebo on Tuesday then! lol  xx,hate
Just bought a flavor for my snow cone machine  mhm!Yummay! I need new sunglasses Rachel&amp;I have a plan!Yezzz-sir-E we do Ruless to Much!,fun
I burneded my tummy,worry
@justeezy  woh won at least you aren't in the NYC situation,worry
"Mom asking if I'm feeling better after dargah visit. Dad swears he sees +ve &quot;change&quot;.  I am amused.   But yeah, still depressed",sadness
I want to play audition with Anna ~ -mHc-SMOOCH,fun
"Back from the gym! I'm no expert or anything, but I'm pretty sure I am not going to be able to move tomorrow, maybe even in a few hours!!",worry
"@michelleer well to me it's summer when the cricket season starts actually  and yeah, so do i. but only when they have sparkly wings",surprise
Upsidedown tomato plants died!,sadness
"gor i am soo bored, man i don't think i could get any more bored",empty
Goodnight fellow twitters and tj ststas,fun
@brighit @lilypenelope @Guy_Vincent @torbengee @@Winsorandnewt i missed the party!!!!  i bought wine and everything!!!,sadness
http://twitpic.com/4wua7 - I can't wait to see them!,fun
chillin with the neighbor,relief
"@sizzlemaker Happy Friday! Do u know how I can get a copy of the BT art u did on Mel's fake Twitter? I'm n it, but can't find it now.  THX",neutral
was playing street fighter IV and Seth Raped me,fun
i freaking LOVED star trek  now we're watching xmen.,worry
